A17	c2c4 g8f6 b1c3 d7d5 c4d5 f6d5 g1f3 c7c5 e2e3 e7e6
A17	c2c4 g8f6 b1c3 e7e6
A17	c2c4 g8f6 b1c3 e7e6 g1f3 f8b4
A17	c2c4 e7e6 b1c3 g8f6 g1f3 b7b6
A17	c2c4 e7e6 b1c3 g8f6 g1f3 b7b6 e2e4 c8b7 f1d3
A17	c2c4 e7e6 b1c3 g8f6 g1f3 f8b4 g2g4
A18	c2c4 e7e6 b1c3 g8f6 e2e4
A18	c2c4 e7e6 b1c3 g8f6 e2e4 b8c6
A18	c2c4 e7e6 b1c3 g8f6 e2e4 d7d5 e4e5
A19	c2c4 e7e6 b1c3 g8f6 e2e4 c7c5 e4e5 f6g8
A19	c2c4 e7e6 b1c3 g8f6 e2e4 c7c5
A20	c2c4 e7e5 g2g3 h7h5
A20	c2c4 e7e5
A20	c2c4 e7e5 e2e3 g8f6 f2f4 e5f4 g1f3
A20	c2c4 e7e5 g1f3
A20	c2c4 e7e5 g1f3 e5e4
A21	c2c4 e7e5 b1c3 d7d6 g1f3
A21	c2c4 e7e5 b1c3 d7d6 g2g3 c7c6
A21	c2c4 e7e5 b1c3 f8b4
A21	c2c4 e7e5 b1c3
A21	c2c4 e7e5 b1c3 d7d6 g1f3 c8g4
A21	c2c4 e7e5 b1c3 b8c6 g2g3 d7d6 f1g2 c8e6
A22	c2c4 e7e5 b1c3 g8f6 g2g3
A22	c2c4 e7e5 b1c3 g8f6 g1f3 e5e4 f3g5 c7c6
A22	c2c4 e7e5 b1c3 g8f6 g1f3 e5e4 f3g5 b7b5
A22	c2c4 e7e5 b1c3 g8f6
A22	c2c4 e7e5 b1c3 g8f6 g2g3 d7d5
A22	c2c4 e7e5 b1c3 g8f6 g2g3 f8b4
A22	c2c4 e7e5 b1c3 g8f6 g1f3 e5e4 f3g5 f6g4
A22	c2c4 e7e5 b1c3 g8f6 f2f4
A23	c2c4 e7e5 b1c3 g8f6 g2g3 c7c6
A23	c2c4 e7e5 b1c3 g8f6 g2g3 f8c5 f1g2 c7c6
A24	c2c4 e7e5 b1c3 g8f6 g2g3 g7g6
A25	c2c4 e7e5 b1c3 b8c6 g2g3 g7g6 a1b1 g8h6 f1g2 f8g7
A25	c2c4 e7e5 b1c3 b8c6 g2g3 g7g6 f1g2 f8g7 e2e3 d7d6 g1e2 g8h6
